origin_week,target_week,h,predicted,lower,upper,actual,abs_error,signed_error,in_pi,winkler_alpha20,p_exceed_200,p_exceed_300,p_exceed_400,p_exceed_500,model_kind
2015-01-18,2015-03-15,8,151.7880069832221,-213.83970629441035,517.4157202608545,130.0,21.78800698322209,21.78800698322209,True,731.2554265552649,0.43290111016489163,0.3017013913722326,0.19214095052402203,0.11112740266442644,sarima
2015-01-18,2015-03-22,9,166.9895751136278,-226.14466230974577,560.1238125370014,91.0,75.98957511362781,75.98957511362781,True,786.2684748467472,0.4571515380742063,0.3322865528614416,0.2237457996503438,0.13882820683728847,sarima
2015-01-18,2015-03-29,10,182.31216013246012,-236.64395932088087,601.2682795858011,107.0,75.31216013246012,75.31216013246012,True,837.912238906682,0.47842469440330704,0.3594195215538786,0.2527330431650755,0.1655707649892939,sarima
2015-01-18,2015-04-05,11,187.45333484536485,-255.92758716942348,630.8342568601531,137.0,50.45333484536485,50.45333484536485,True,886.7618440295767,0.4855349920184793,0.3724701949390504,0.2694855252883972,0.18315114759203632,sarima
2015-01-18,2015-04-12,12,177.52993287294723,-289.0605004054654,644.1203661513598,113.0,64.52993287294723,64.52993287294723,True,933.1808665568252,0.475393182399205,0.36828735872755214,0.27057788111100955,0.18787892372237636,sarima
2015-02-15,2015-02-22,1,103.00785297681621,-12.799024677410017,218.81473063104244,190.0,86.99214702318379,-86.99214702318379,True,231.61375530845245,0.14154965078668058,0.014626765091466765,0.0005068023070973204,5.579754116968871e-06,sarima
2015-02-15,2015-03-01,2,148.4320437140756,-5.983518105560705,302.8476055337119,110.0,38.432043714075604,38.432043714075604,True,308.8311236392726,0.33432642698572135,0.1042020659941717,0.01840189692602423,0.0017619748280592873,sarima
2015-02-15,2015-03-08,3,180.91442725307235,-14.669188078813733,376.4980425849584,91.0,89.91442725307235,89.91442725307235,True,391.1672306637721,0.45023724965729783,0.21759786686316063,0.07555792861006305,0.01826982369365515,sarima
2015-02-15,2015-03-15,4,159.76494504832678,-74.82051112804248,394.35040122469604,130.0,29.76494504832678,29.76494504832678,True,469.1709123527385,0.4130078768526939,0.22179657201009717,0.09468161108358752,0.03152841100034065,sarima
2015-02-15,2015-03-22,5,180.56727655488868,-87.30586930807391,448.44042241785127,91.0,89.56727655488868,89.56727655488868,True,535.7462917259252,0.4629624931643904,0.28386140213664846,0.14689495232249417,0.06322160610078298,sarima
2015-02-15,2015-03-29,6,196.05957124303063,-102.91429517453412,495.0334376605954,107.0,89.05957124303063,89.05957124303063,True,597.9477328351295,0.4932616717226985,0.32795845199837104,0.19099820831285064,0.0963061633960578,sarima
2015-02-15,2015-04-05,7,201.09915331785797,-126.30580693785723,528.5041135735731,137.0,64.09915331785797,64.09915331785797,True,654.8099205114304,0.5017164622048023,0.3493265445241486,0.218113248114707,0.12099586192176892,sarima
2015-02-15,2015-04-12,8,191.84129133339044,-161.86018451709387,545.5427671838747,113.0,78.84129133339044,78.84129133339044,True,707.4029517009686,0.4882080978967167,0.3475654324584643,0.22535222210838124,0.13208684823522354,sarima
2015-02-15,2015-04-19,9,238.8167745070438,-139.5173522039498,617.1509012180373,120.0,118.81677450704379,118.81677450704379,True,756.6682534219872,0.5523065947607306,0.4179045504890856,0.29253116206294405,0.188144811896918,sarima
2015-02-15,2015-04-26,10,207.92863407877,-193.55599485563968,609.4132630131796,135.0,72.92863407876999,72.92863407876999,True,802.9692578688193,0.5100959142429462,0.3844149415578997,0.2698981633856803,0.17558139663481453,sarima
2015-02-15,2015-05-03,11,217.99865402505526,-205.40385139122583,641.4011594413364,158.0,59.99865402505526,59.99865402505526,True,846.8050108325622,0.5217237288970548,0.4019857919648928,0.2908507212853515,0.19666558980999738,sarima
2015-02-15,2015-05-10,12,248.00325605088463,-196.25287496042236,692.2593870621916,109.0,139.00325605088463,139.00325605088463,True,888.512262022614,0.5550698039771286,0.4403817682918929,0.3305178785160543,0.2336234441180849,sarima
2015-03-15,2015-03-22,1,126.23235703938883,10.761303618441119,241.70341046033656,91.0,35.23235703938883,35.23235703938883,True,230.94210684189545,0.20646777793990423,0.026888581639513687,0.0011887334956082185,1.6740039544882457e-05,sarima
2015-03-15,2015-03-29,2,144.15538790983496,-11.561687393667512,299.8724632133374,107.0,37.15538790983496,37.15538790983496,True,311.43415060700494,0.3228950244325314,0.09980742052338942,0.017616044596204583,0.0017018485926892923,sarima
2015-03-15,2015-04-05,3,152.8594424585124,-41.01132579613082,346.73021071315566,137.0,15.859442458512405,15.859442458512405,True,387.74153650928645,0.377662059774157,0.16535474853594834,0.051156234983419924,0.010872190885913402,sarima
