week_start,Dengue Fever,Dengue Haemorrhagic Fever,Total Dengue Cases,moving_avg_12w,avg_temp_c,min_temp_c,max_temp_c,avg_relative_humidity_pct,avg_wind_speed,warm_day_share,source_rows,source_query_start,source_query_end,weather_lag_days,weather_overlap_flag
2018-09-23,40,0,40,55.416666666666664,28.90983606557377,24.639344262295083,33.18032786885246,75.86065573770492,9.467213114754099,0.9016393442622951,61.0,2018-05-20,2018-05-26,126.0,1
2018-09-30,51,0,51,56.0,28.322580645161292,24.20967741935484,32.435483870967744,76.89516129032258,11.008064516129032,0.7741935483870968,62.0,2018-05-27,2018-06-02,126.0,1
2018-10-07,51,0,51,56.833333333333336,29.453703703703702,25.0,33.907407407407405,75.92592592592592,14.027777777777779,1.0,54.0,2018-06-03,2018-06-09,126.0,1
2018-10-14,60,2,62,57.333333333333336,29.116071428571427,24.875,33.357142857142854,75.0,17.276785714285715,0.9642857142857143,56.0,2018-06-10,2018-06-16,126.0,1
2018-10-21,78,0,78,59.583333333333336,28.350746268656717,24.388059701492537,32.3134328358209,76.7910447761194,13.656716417910447,0.746268656716418,67.0,2018-06-17,2018-06-23,126.0,1
2018-10-28,75,0,75,60.916666666666664,27.992537313432837,24.52238805970149,31.46268656716418,78.3955223880597,14.776119402985074,0.6119402985074627,67.0,2018-06-24,2018-06-30,126.0,1
2018-11-04,71,0,71,63.25,28.670454545454547,24.704545454545453,32.63636363636363,77.27272727272727,18.98409090909091,0.8409090909090909,44.0,2018-07-01,2018-07-07,126.0,1
2018-11-11,78,0,78,64.08333333333333,28.363636363636363,24.393939393939394,32.333333333333336,77.12121212121212,18.939393939393938,0.8636363636363636,66.0,2018-07-08,2018-07-14,126.0,1
2018-11-18,97,0,97,65.91666666666667,28.4811320754717,24.735849056603772,32.22641509433962,77.16981132075472,20.61320754716981,0.8867924528301887,53.0,2018-07-15,2018-07-21,126.0,1
2018-11-25,109,0,109,68.66666666666667,29.12264150943396,25.0,33.24528301886792,75.09433962264151,16.60377358490566,0.9811320754716981,53.0,2018-07-22,2018-07-28,126.0,1
2018-12-02,114,1,115,74.16666666666667,28.271428571428572,24.685714285714287,31.857142857142858,78.39285714285714,16.0,0.6714285714285714,70.0,2018-07-29,2018-08-04,126.0,1
2018-12-09,107,1,108,77.91666666666667,28.67241379310345,24.775862068965516,32.56896551724138,76.33620689655173,15.431034482758621,0.8620689655172413,58.0,2018-08-05,2018-08-11,126.0,1
2018-12-16,127,1,128,85.25,29.74576271186441,25.93220338983051,33.559322033898304,75.38135593220339,18.60169491525424,0.9830508474576272,59.0,2018-08-12,2018-08-18,126.0,1
2018-12-23,160,0,160,94.33333333333333,28.722972972972972,24.756756756756758,32.689189189189186,75.94594594594595,16.31756756756757,0.8918918918918919,74.0,2018-08-19,2018-08-25,126.0,1
2018-12-30,205,2,207,107.33333333333333,29.23846153846154,25.076923076923077,33.4,75.11538461538461,15.538461538461538,1.0,65.0,2018-08-26,2018-09-01,126.0,1
2019-01-06,245,0,245,122.58333333333333,27.86764705882353,24.529411764705884,31.205882352941178,78.56617647058823,14.227941176470589,0.6029411764705882,68.0,2018-09-02,2018-09-08,126.0,1
2019-01-13,207,8,215,134.0,28.583333333333332,24.791666666666668,32.375,76.59722222222223,18.645833333333332,0.8611111111111112,72.0,2018-09-09,2018-09-15,126.0,1
2019-01-20,221,1,222,146.25,28.64516129032258,24.516129032258064,32.774193548387096,76.5725806451613,17.016129032258064,0.967741935483871,62.0,2018-09-16,2018-09-22,126.0,1
2019-01-27,179,3,182,155.5,29.652542372881356,25.23728813559322,34.067796610169495,73.55932203389831,16.016949152542374,0.9830508474576272,59.0,2018-09-23,2018-09-29,126.0,1
2019-02-03,135,3,138,160.5,29.6,25.316666666666666,33.88333333333333,74.20833333333333,14.541666666666666,1.0,60.0,2018-09-30,2018-10-06,126.0,1
2019-02-10,232,3,235,172.0,27.967391304347824,24.282608695652176,31.652173913043477,77.8804347826087,13.994565217391305,0.7391304347826086,92.0,2018-10-07,2018-10-13,126.0,1
2019-02-17,181,1,182,178.08333333333334,28.39344262295082,24.639344262295083,32.14754098360656,77.58196721311475,15.98360655737705,0.8524590163934426,61.0,2018-10-14,2018-10-20,126.0,1
2019-02-24,156,1,157,181.58333333333334,28.988888888888887,24.91111111111111,33.06666666666667,76.0,10.38888888888889,0.9555555555555556,45.0,2018-10-21,2018-10-27,126.0,1
2019-03-03,133,1,134,183.75,28.055555555555557,24.063492063492063,32.04761904761905,78.37301587301587,14.841269841269842,0.7777777777777778,63.0,2018-10-28,2018-11-03,126.0,1
2019-03-10,109,0,109,182.16666666666666,28.309859154929576,24.0,32.61971830985915,77.6056338028169,13.80281690140845,0.8732394366197183,71.0,2018-11-04,2018-11-10,126.0,1
2019-03-17,96,1,97,176.91666666666666,28.169354838709676,24.080645161290324,32.25806451612903,78.70967741935483,16.169354838709676,0.9032258064516129,62.0,2018-11-11,2018-11-17,126.0,1
2019-03-24,99,1,100,168.0,28.270114942528735,24.04597701149425,32.49425287356322,78.5919540229885,16.00574712643678,0.8390804597701149,87.0,2018-11-18,2018-11-24,126.0,1
2019-03-31,108,0,108,156.58333333333334,28.25974025974026,24.207792207792206,32.311688311688314,78.63636363636364,15.844155844155845,0.8181818181818182,77.0,2018-11-25,2018-12-01,126.0,1
2019-04-07,125,0,125,149.08333333333334,28.774647887323944,24.0,33.54929577464789,77.0774647887324,14.71830985915493,1.0,71.0,2018-12-02,2018-12-08,126.0,1
2019-04-14,134,1,135,141.83333333333334,27.955357142857142,23.678571428571427,32.232142857142854,77.5,15.446428571428571,0.7678571428571429,56.0,2018-12-09,2018-12-15,126.0,1
2019-04-21,156,1,157,139.75,28.76851851851852,24.0,33.53703703703704,76.20370370370371,14.62962962962963,1.0,54.0,2018-12-16,2018-12-22,126.0,1
2019-04-28,192,2,194,144.41666666666666,28.42361111111111,24.0,32.84722222222222,76.59722222222223,18.78472222222222,1.0,72.0,2018-12-23,2018-12-29,126.0,1
2019-05-05,287,0,287,148.75,28.9,24.036363636363635,33.763636363636365,75.5,21.545454545454547,1.0,55.0,2018-12-30,2019-01-05,126.0,1
2019-05-12,307,2,309,159.33333333333334,28.661538461538463,24.0,33.323076923076925,76.5,17.307692307692307,0.9538461538461539,65.0,2019-01-06,2019-01-12,126.0,1
2019-05-19,376,2,378,177.75,27.87735849056604,23.754716981132077,32.0,78.34905660377359,20.330188679245282,0.6792452830188679,53.0,2019-01-13,2019-01-19,126.0,1
2019-05-26,400,1,401,200.0,28.392857142857142,24.0,32.785714285714285,76.42857142857143,24.151785714285715,0.9464285714285714,56.0,2019-01-20,2019-01-26,126.0,1
2019-06-02,396,4,400,224.25,28.36111111111111,24.0,32.72222222222222,76.73611111111111,20.27777777777778,0.9444444444444444,36.0,2019-01-27,2019-02-02,126.0,1
2019-06-09,464,3,467,255.08333333333334,28.924242424242426,24.12121212121212,33.72727272727273,73.4090909090909,14.924242424242424,1.0,33.0,2019-02-03,2019-02-09,126.0,1
2019-06-16,430,3,433,282.8333333333333,29.0,24.319148936170212,33.680851063829785,73.40425531914893,18.56382978723404,1.0,47.0,2019-02-10,2019-02-16,126.0,1
2019-06-23,492,5,497,315.25,28.847826086956523,24.0,33.69565217391305,75.05434782608695,13.152173913043478,1.0,46.0,2019-02-17,2019-02-23,126.0,1
2019-06-30,591,2,593,354.25,29.159574468085108,24.319148936170212,34.0,73.13829787234043,18.03191489361702,1.0,47.0,2019-02-24,2019-03-02,126.0,1
2019-07-07,661,2,663,398.25,29.427083333333332,24.4375,34.416666666666664,73.48958333333333,14.270833333333334,1.0,48.0,2019-03-03,2019-03-09,126.0,1
2019-07-14,644,2,646,439.0,29.25609756097561,24.0,34.51219512195122,72.98780487804878,15.24390243902439,1.0,41.0,2019-03-10,2019-03-16,126.0,1
2019-07-21,601,4,605,473.25,29.355263157894736,24.13157894736842,34.578947368421055,73.6842105263158,16.842105263157894,1.0,38.0,2019-03-17,2019-03-23,126.0,1
2019-07-28,597,2,599,499.25,28.63888888888889,24.0,33.27777777777778,76.38888888888889,12.407407407407407,0.7222222222222222,54.0,2019-03-24,2019-03-30,126.0,1
2019-08-04,521,2,523,517.0833333333334,28.75,24.318181818181817,33.18181818181818,76.09848484848484,11.174242424242424,0.9090909090909091,66.0,2019-03-31,2019-04-06,126.0,1
2019-08-11,522,2,524,529.25,29.1,24.181818181818183,34.018181818181816,74.27272727272727,10.909090909090908,1.0,55.0,2019-04-07,2019-04-13,126.0,1
2019-08-18,474,0,474,535.3333333333334,29.63888888888889,24.98148148148148,34.2962962962963,74.81481481481481,10.0,1.0,54.0,2019-04-14,2019-04-20,126.0,1
2019-08-25,412,2,414,536.5,28.9375,24.714285714285715,33.160714285714285,77.67857142857143,11.875,0.9285714285714286,56.0,2019-04-21,2019-04-27,126.0,1
2019-09-01,326,1,327,524.8333333333334,29.39189189189189,24.62162162162162,34.16216216216216,73.78378378378379,12.297297297297296,1.0,37.0,2019-04-28,2019-05-04,126.0,1
2019-09-08,314,3,317,515.1666666666666,28.807142857142857,24.5,33.114285714285714,76.07142857142857,17.928571428571427,0.8857142857142857,70.0,2019-05-05,2019-05-11,126.0,1
2019-09-15,299,2,301,498.8333333333333,29.08108108108108,24.743243243243242,33.41891891891892,76.01351351351352,14.121621621621621,1.0,74.0,2019-05-12,2019-05-18,126.0,1
2019-09-22,258,3,261,471.1666666666667,29.26530612244898,25.122448979591837,33.40816326530612,77.14285714285714,17.040816326530614,1.0,49.0,2019-05-19,2019-05-25,126.0,1
2019-09-29,243,3,246,436.4166666666667,29.346774193548388,25.0,33.693548387096776,75.16129032258064,13.75,1.0,62.0,2019-05-26,2019-06-01,126.0,1
2019-10-06,226,1,227,401.5,28.39344262295082,24.721311475409838,32.0655737704918,78.11475409836065,14.71311475409836,0.7868852459016393,61.0,2019-06-02,2019-06-08,126.0,1
2019-10-13,239,0,239,371.0,29.154411764705884,25.0,33.30882352941177,78.56617647058823,19.96323529411765,1.0,68.0,2019-06-09,2019-06-15,126.0,1
2019-10-20,241,1,242,341.25,28.816666666666666,25.0,32.63333333333333,77.83333333333333,18.291666666666668,0.7333333333333333,60.0,2019-06-16,2019-06-22,126.0,1
2019-10-27,306,2,308,323.3333333333333,29.30188679245283,25.0,33.60377358490566,78.06603773584905,20.660377358490567,1.0,53.0,2019-06-23,2019-06-29,126.0,1
2019-11-03,321,1,322,306.5,29.53968253968254,25.26984126984127,33.80952380952381,74.8015873015873,16.150793650793652,1.0,63.0,2019-06-30,2019-07-06,126.0,1
2019-11-10,372,1,373,298.0833333333333,29.17,25.0,33.34,76.85,18.55,0.94,50.0,2019-07-07,2019-07-13,126.0,1
2019-11-17,329,2,331,291.1666666666667,29.08888888888889,25.2,32.977777777777774,74.83333333333333,19.88888888888889,0.8444444444444444,45.0,2019-07-14,2019-07-20,126.0,1
2019-11-24,295,0,295,288.5,29.03846153846154,25.0,33.07692307692308,74.61538461538461,15.897435897435898,0.8974358974358975,39.0,2019-07-21,2019-07-27,126.0,1
2019-12-01,280,1,281,285.5,29.357142857142858,25.357142857142858,33.357142857142854,71.25,19.523809523809526,1.0,42.0,2019-07-28,2019-08-03,126.0,1
2019-12-08,257,0,257,281.8333333333333,29.25581395348837,25.627906976744185,32.883720930232556,74.82558139534883,21.74418604651163,0.9534883720930233,43.0,2019-08-04,2019-08-10,126.0,1
2019-12-15,226,0,226,278.9166666666667,29.944444444444443,25.962962962962962,33.925925925925924,74.86111111111111,18.14814814814815,1.0,54.0,2019-08-11,2019-08-17,126.0,1
2019-12-22,290,0,290,282.5833333333333,30.12162162162162,26.0,34.24324324324324,75.27027027027027,16.486486486486488,1.0,37.0,2019-08-18,2019-08-24,126.0,1
2019-12-29,302,1,303,288.9166666666667,29.381818181818183,25.636363636363637,33.127272727272725,76.81818181818181,17.818181818181817,0.9818181818181818,55.0,2019-08-25,2019-08-31,126.0,1
2020-01-05,342,1,343,297.5833333333333,29.630434782608695,25.695652173913043,33.56521739130435,74.29347826086956,20.76086956521739,0.9347826086956522,46.0,2019-09-01,2019-09-07,126.0,1
2020-01-12,402,2,404,311.0833333333333,29.782608695652176,25.869565217391305,33.69565217391305,72.28260869565217,16.902173913043477,1.0,46.0,2019-09-08,2019-09-14,126.0,1
2020-01-19,307,2,309,311.1666666666667,29.7875,26.0,33.575,71.9375,14.9375,1.0,40.0,2019-09-15,2019-09-21,126.0,1
2020-01-26,370,0,370,315.1666666666667,29.330357142857142,25.285714285714285,33.375,77.63392857142857,14.642857142857142,1.0,56.0,2019-09-22,2019-09-28,126.0,1
2020-02-02,400,0,400,317.4166666666667,28.647540983606557,24.114754098360656,33.18032786885246,78.11475409836065,13.934426229508198,0.9016393442622951,61.0,2019-09-29,2019-10-05,126.0,1
2020-02-09,378,2,380,321.5,28.60655737704918,23.885245901639344,33.32786885245902,77.58196721311475,11.844262295081966,0.9672131147540983,61.0,2019-10-06,2019-10-12,126.0,1
2020-02-16,380,1,381,328.6666666666667,29.12037037037037,24.0,34.24074074074074,75.41666666666667,10.87962962962963,1.0,54.0,2019-10-13,2019-10-19,126.0,1
2020-02-23,373,1,374,336.4166666666667,28.523809523809526,24.095238095238095,32.95238095238095,77.53968253968254,9.365079365079366,0.8571428571428571,63.0,2019-10-20,2019-10-26,126.0,1
2020-03-01,375,0,375,346.25,28.541666666666668,24.0,33.083333333333336,77.22222222222223,12.04861111111111,0.9861111111111112,72.0,2019-10-27,2019-11-02,126.0,1
2020-03-08,389,0,389,359.8333333333333,28.61842105263158,24.0,33.23684210526316,76.97368421052632,10.526315789473685,1.0,38.0,2019-11-03,2019-11-08,126.0,1
2020-03-15,367,1,368,366.3333333333333,28.44871794871795,23.846153846153847,33.05128205128205,77.62820512820512,12.628205128205128,0.8974358974358975,39.0,2019-11-10,2019-11-16,126.0,1
2020-03-22,377,0,377,372.5,28.377777777777776,23.822222222222223,32.93333333333333,77.72222222222223,14.777777777777779,0.8,45.0,2019-11-17,2019-11-23,126.0,1
2020-03-29,315,0,315,370.1666666666667,28.989583333333332,24.0,33.979166666666664,75.9375,10.729166666666666,1.0,48.0,2019-11-24,2019-11-30,126.0,1
2020-04-05,341,2,343,365.0833333333333,27.63953488372093,23.674418604651162,31.6046511627907,79.47674418604652,22.848837209302324,0.6046511627906976,43.0,2019-12-01,2019-12-07,126.0,1
2020-04-12,360,0,360,369.3333333333333,25.84259259259259,22.814814814814813,28.87037037037037,82.26851851851852,23.194444444444443,0.07407407407407407,54.0,2019-12-08,2019-12-14,126.0,1
2020-04-19,399,1,400,371.8333333333333,27.33050847457627,23.389830508474578,31.271186440677965,81.1864406779661,14.788135593220339,0.5932203389830508,59.0,2019-12-15,2019-12-21,126.0,1
2020-04-26,390,0,390,371.0,28.68888888888889,24.066666666666666,33.31111111111111,75.22222222222223,16.61111111111111,1.0,45.0,2019-12-22,2019-12-28,126.0,1
2020-05-03,502,5,507,381.5833333333333,28.53125,24.0,33.0625,77.5,17.5,1.0,16.0,2019-12-29,2019-12-31,126.0,1
2020-05-10,524,2,526,393.6666666666667,28.183333333333334,23.883333333333333,32.483333333333334,77.29166666666667,18.833333333333332,1.0,60.0,2020-01-05,2020-01-11,126.0,1
2020-05-17,618,1,619,414.0833333333333,28.84259259259259,24.27777777777778,33.407407407407405,76.43518518518519,18.37962962962963,1.0,54.0,2020-01-12,2020-01-18,126.0,1
2020-05-24,731,1,732,443.8333333333333,28.893939393939394,24.0,33.78787878787879,75.45454545454545,17.5,1.0,33.0,2020-01-19,2020-01-25,126.0,1
2020-05-31,868,0,868,483.75,28.673076923076923,24.0,33.34615384615385,75.91346153846153,17.403846153846153,1.0,52.0,2020-01-26,2020-02-01,126.0,1
2020-06-07,1151,2,1153,549.1666666666666,28.817073170731707,23.951219512195124,33.68292682926829,73.59756097560975,19.75609756097561,1.0,41.0,2020-02-02,2020-02-08,126.0,1
2020-06-14,1369,2,1371,632.0,28.44,23.9,32.98,76.7,16.55,0.94,50.0,2020-02-09,2020-02-15,126.0,1
2020-06-21,1460,0,1460,727.4166666666666,28.724489795918366,24.714285714285715,32.734693877551024,73.6734693877551,22.70408163265306,0.8163265306122449,49.0,2020-02-16,2020-02-22,126.0,1
2020-06-28,1444,4,1448,819.5,28.93421052631579,24.342105263157894,33.526315789473685,75.78947368421052,22.236842105263158,1.0,38.0,2020-02-23,2020-02-29,126.0,1
2020-07-05,1665,2,1667,928.4166666666666,28.97826086956522,24.217391304347824,33.73913043478261,75.0,15.217391304347826,1.0,46.0,2020-03-01,2020-03-07,126.0,1
2020-07-12,1725,4,1729,1039.1666666666667,29.5,24.586206896551722,34.41379310344828,73.53448275862068,14.35344827586207,1.0,58.0,2020-03-08,2020-03-14,126.0,1
2020-07-19,1791,1,1792,1156.0,29.112244897959183,24.26530612244898,33.95918367346939,75.61224489795919,13.418367346938776,1.0,49.0,2020-03-15,2020-03-21,126.0,1
2020-07-26,1376,2,1378,1228.5833333333333,29.19090909090909,24.345454545454544,34.03636363636364,74.86363636363636,10.5,0.9818181818181818,55.0,2020-03-22,2020-03-28,126.0,1
2020-08-02,1667,0,1667,1323.6666666666667,29.348214285714285,24.375,34.32142857142857,75.35714285714286,11.071428571428571,0.9464285714285714,56.0,2020-03-29,2020-04-04,126.0,1
2020-08-09,1336,3,1339,1383.6666666666667,28.859649122807017,24.035087719298247,33.68421052631579,76.53508771929825,10.789473684210526,0.9298245614035088,57.0,2020-04-05,2020-04-11,126.0,1
2020-08-16,1285,2,1287,1429.9166666666667,29.287037037037038,24.185185185185187,34.388888888888886,74.58333333333333,9.814814814814815,1.0,54.0,2020-04-12,2020-04-18,126.0,1
2020-08-23,1153,1,1154,1453.75,29.19672131147541,24.40983606557377,33.98360655737705,76.88524590163935,9.918032786885245,1.0,61.0,2020-04-19,2020-04-25,126.0,1
2020-08-30,937,1,938,1435.8333333333333,28.5126582278481,24.189873417721518,32.835443037974684,79.90506329113924,11.39240506329114,0.9620253164556962,79.0,2020-04-26,2020-05-02,126.0,1
2020-09-06,725,0,725,1382.0,28.865853658536587,24.097560975609756,33.63414634146341,75.88414634146342,11.646341463414634,1.0,82.0,2020-05-03,2020-05-09,126.0,1
2020-09-13,671,0,671,1316.25,29.4375,25.430555555555557,33.44444444444444,77.1875,13.194444444444445,0.9305555555555556,72.0,2020-05-10,2020-05-16,126.0,1
2020-09-20,590,1,591,1244.8333333333333,29.19871794871795,24.91025641025641,33.48717948717949,76.21794871794872,11.570512820512821,0.9230769230769231,78.0,2020-05-17,2020-05-23,126.0,1
2020-09-27,605,0,605,1156.3333333333333,29.513698630136986,24.986301369863014,34.04109589041096,74.24657534246575,14.04109589041096,1.0,73.0,2020-05-24,2020-05-30,126.0,1
2020-10-04,528,1,529,1056.3333333333333,28.873493975903614,24.6144578313253,33.13253012048193,76.44578313253012,13.072289156626505,0.8072289156626506,83.0,2020-05-31,2020-06-06,126.0,1
2020-10-11,591,1,592,956.3333333333334,29.086666666666666,24.773333333333333,33.4,75.53333333333333,15.733333333333333,0.9066666666666666,75.0,2020-06-07,2020-06-13,126.0,1
2020-10-18,563,2,565,888.5833333333334,28.419540229885058,24.620689655172413,32.2183908045977,77.78735632183908,15.344827586206897,0.7586206896551724,87.0,2020-06-14,2020-06-20,126.0,1
2020-10-25,440,0,440,786.3333333333334,27.643939393939394,24.151515151515152,31.136363636363637,82.08333333333333,18.37121212121212,0.3181818181818182,66.0,2020-06-21,2020-06-27,126.0,1
2020-11-01,408,0,408,708.75,29.25735294117647,25.073529411764707,33.44117647058823,76.02941176470588,19.816176470588236,1.0,68.0,2020-06-28,2020-07-04,126.0,1
2020-11-08,354,1,355,631.0833333333334,28.17948717948718,24.474358974358974,31.884615384615383,80.44871794871794,15.416666666666666,0.6410256410256411,78.0,2020-07-05,2020-07-11,126.0,1
2020-11-15,258,0,258,556.4166666666666,28.323076923076922,24.06153846153846,32.58461538461538,77.84615384615384,16.0,0.7846153846153846,65.0,2020-07-12,2020-07-18,126.0,1
2020-11-22,279,0,279,501.5,28.271186440677965,23.728813559322035,32.813559322033896,77.62711864406779,13.474576271186441,0.9152542372881356,59.0,2020-07-19,2020-07-25,126.0,1
2020-11-29,228,0,228,460.0833333333333,27.572727272727274,23.527272727272727,31.618181818181817,81.0,17.136363636363637,0.5636363636363636,55.0,2020-07-26,2020-08-01,126.0,1
2020-12-06,227,0,227,423.0833333333333,28.817073170731707,24.24390243902439,33.390243902439025,73.04878048780488,15.24390243902439,0.975609756097561,41.0,2020-08-02,2020-08-08,126.0,1
2020-12-13,236,0,236,393.5,28.866071428571427,24.785714285714285,32.94642857142857,75.08928571428571,16.205357142857142,0.875,56.0,2020-08-09,2020-08-15,126.0,1
2020-12-20,196,0,196,359.4166666666667,28.734848484848484,24.606060606060606,32.86363636363637,77.04545454545455,15.909090909090908,0.8636363636363636,66.0,2020-08-16,2020-08-22,126.0,1
2020-12-27,387,1,388,347.6666666666667,28.271186440677965,24.11864406779661,32.42372881355932,79.70338983050847,16.1864406779661,0.8135593220338984,59.0,2020-08-23,2020-08-29,126.0,1
2021-01-03,165,1,166,312.1666666666667,28.651315789473685,24.710526315789473,32.5921052631579,76.64473684210526,14.177631578947368,0.8947368421052632,76.0,2020-08-30,2020-09-05,126.0,1
2021-01-10,151,1,152,277.75,28.15277777777778,23.930555555555557,32.375,76.31944444444444,18.194444444444443,0.8888888888888888,72.0,2020-09-06,2020-09-12,126.0,1
2021-01-17,135,0,135,252.33333333333334,27.786666666666665,23.426666666666666,32.14666666666667,80.53333333333333,18.533333333333335,0.8133333333333334,75.0,2020-09-13,2020-09-19,126.0,1
2021-01-24,141,0,141,230.08333333333334,28.16025641025641,23.858974358974358,32.46153846153846,77.75641025641026,14.775641025641026,0.6794871794871795,78.0,2020-09-20,2020-09-26,126.0,1
2021-01-31,142,1,143,212.41666666666666,27.847058823529412,23.729411764705883,31.96470588235294,78.44117647058823,14.764705882352942,0.7176470588235294,85.0,2020-09-27,2020-10-03,126.0,1
2021-02-07,148,0,148,203.25,28.22972972972973,23.824324324324323,32.63513513513514,77.33108108108108,17.83783783783784,0.9054054054054054,74.0,2020-10-04,2020-10-10,126.0,1
2021-02-14,145,1,146,192.16666666666666,28.319444444444443,23.97222222222222,32.666666666666664,77.70833333333333,18.645833333333332,0.9583333333333334,72.0,2020-10-11,2020-10-17,126.0,1
2021-02-21,139,1,140,184.83333333333334,28.338709677419356,23.85483870967742,32.82258064516129,77.05645161290323,11.451612903225806,0.9354838709677419,62.0,2020-10-18,2020-10-24,126.0,1
2021-02-28,145,0,145,178.0,28.45762711864407,23.76271186440678,33.152542372881356,78.26271186440678,12.88135593220339,0.9661016949152542,59.0,2020-10-25,2020-10-31,126.0,1
2021-03-07,129,0,129,169.08333333333334,28.163636363636364,23.69090909090909,32.63636363636363,78.4090909090909,11.363636363636363,0.8545454545454545,55.0,2020-11-01,2020-11-07,126.0,1
2021-03-14,120,0,120,162.75,28.49122807017544,24.05263157894737,32.92982456140351,76.84210526315789,13.37719298245614,0.9649122807017544,57.0,2020-11-08,2020-11-14,126.0,1
2021-03-21,113,0,113,139.83333333333334,28.436363636363637,23.8,33.07272727272727,76.18181818181819,11.409090909090908,1.0,55.0,2020-11-15,2020-11-21,126.0,1
2021-03-28,102,0,102,134.5,27.708333333333332,23.7,31.716666666666665,80.16666666666667,12.166666666666666,0.6166666666666667,60.0,2020-11-22,2020-11-28,126.0,1
2021-04-04,112,0,112,131.16666666666666,28.738095238095237,24.523809523809526,32.95238095238095,76.9047619047619,15.952380952380953,0.9761904761904762,42.0,2020-11-29,2020-12-03,126.0,1
2021-04-11,128,1,129,130.66666666666666,28.75,23.964285714285715,33.535714285714285,74.46428571428571,15.267857142857142,1.0,56.0,2020-12-06,2020-12-12,126.0,1
2021-04-18,84,0,84,125.91666666666667,28.486486486486488,23.783783783783782,33.189189189189186,74.79729729729729,13.91891891891892,0.972972972972973,37.0,2020-12-13,2020-12-19,126.0,1
2021-04-25,117,0,117,123.75,28.344827586206897,23.724137931034484,32.96551724137931,73.1896551724138,14.224137931034482,0.9655172413793104,29.0,2020-12-20,2020-12-25,126.0,1
2021-05-02,92,0,92,119.08333333333333,28.444444444444443,23.85185185185185,33.03703703703704,74.16666666666667,19.35185185185185,0.8518518518518519,27.0,2020-12-27,2021-01-01,126.0,1
2021-05-09,116,3,119,116.83333333333333,26.914634146341463,23.341463414634145,30.48780487804878,78.29268292682927,18.963414634146343,0.3170731707317073,41.0,2021-01-05,2021-01-09,126.0,1
2021-05-16,130,0,130,116.0,26.445652173913043,22.91304347826087,29.97826086956522,82.55434782608695,24.293478260869566,0.2608695652173913,46.0,2021-01-10,2021-01-16,126.0,1
2021-05-23,118,0,118,113.75,28.182692307692307,23.53846153846154,32.82692307692308,73.17307692307692,18.75,0.9038461538461539,52.0,2021-01-17,2021-01-23,126.0,1
2021-05-30,137,0,137,114.41666666666667,28.169811320754718,23.849056603773583,32.490566037735846,74.90566037735849,16.650943396226417,0.8867924528301887,53.0,2021-01-24,2021-01-30,126.0,1
2021-06-06,135,0,135,115.66666666666667,28.271428571428572,24.0,32.542857142857144,69.78571428571429,21.571428571428573,1.0,35.0,2021-01-31,2021-02-06,126.0,1
2021-06-13,126,1,127,116.83333333333333,28.885245901639344,24.016393442622952,33.75409836065574,73.19672131147541,16.639344262295083,0.9836065573770492,61.0,2021-02-07,2021-02-13,126.0,1
2021-06-20,112,0,112,117.66666666666667,28.323529411764707,24.0,32.64705882352941,67.5,20.147058823529413,1.0,34.0,2021-02-14,2021-02-20,126.0,1
2021-06-27,104,0,104,117.0,28.642857142857142,24.0,33.285714285714285,66.25,16.964285714285715,1.0,14.0,2021-02-21,2021-02-23,126.0,1
2021-07-04,75,0,75,112.5,28.96969696969697,24.0,33.93939393939394,71.5909090909091,15.909090909090908,1.0,33.0,2021-03-02,2021-03-06,126.0,1
2021-07-11,80,0,80,112.16666666666667,28.669811320754718,24.0,33.339622641509436,74.5754716981132,15.99056603773585,1.0,53.0,2021-03-07,2021-03-13,126.0,1
2021-07-18,82,0,82,109.25,28.76530612244898,24.0,33.53061224489796,79.23469387755102,10.306122448979592,1.0,49.0,2021-03-14,2021-03-20,126.0,1
2021-07-25,70,0,70,107.41666666666667,28.127118644067796,23.610169491525422,32.644067796610166,79.0677966101695,13.05084745762712,0.9152542372881356,59.0,2021-03-21,2021-03-27,126.0,1
2021-08-01,81,0,81,104.25,28.70754716981132,23.90566037735849,33.509433962264154,75.4245283018868,15.0,0.9811320754716981,53.0,2021-03-28,2021-04-03,126.0,1
2021-08-08,56,0,56,98.08333333333333,28.794520547945204,24.0,33.58904109589041,78.21917808219177,13.835616438356164,0.9863013698630136,73.0,2021-04-04,2021-04-10,126.0,1
2021-08-15,53,0,53,92.66666666666667,28.416666666666668,23.88095238095238,32.95238095238095,77.55952380952381,7.5,0.9047619047619048,42.0,2021-04-12,2021-04-17,126.0,1
2021-08-22,46,0,46,85.08333333333333,28.229508196721312,23.40983606557377,33.049180327868854,77.6639344262295,12.827868852459016,0.9180327868852459,61.0,2021-04-18,2021-04-24,126.0,1
2021-08-29,60,1,61,78.91666666666667,28.99074074074074,23.98148148148148,34.0,77.12962962962963,11.203703703703704,1.0,54.0,2021-04-25,2021-05-01,126.0,1
2021-09-05,74,0,74,74.5,28.89423076923077,24.134615384615383,33.65384615384615,73.50961538461539,10.192307692307692,1.0,52.0,2021-05-02,2021-05-08,126.0,1
2021-09-12,109,1,110,74.33333333333333,28.53968253968254,23.904761904761905,33.17460317460318,75.0,11.904761904761905,0.9206349206349206,63.0,2021-05-09,2021-05-15,126.0,1
2021-09-19,105,0,105,74.41666666666667,28.375,23.859375,32.890625,73.8671875,11.796875,0.9375,64.0,2021-05-16,2021-05-22,126.0,1
